Risk Factor,Early Completion Dates,Project Result,Actual duration
1.2,"[0, 15, 20, 23, 19, 28, 32, 35, 34, 45, 49, 50]",Acceptable,398
1.2,"[0, 13, 19, 18, 16, 23, 30, 33, 28, 39, 46, 43]",Acceptable,395
1.0,"[0, 15, 22, 22, 18, 27, 34, 33, 33, 42, 47, 45]",Successful,379
0.8,"[0, 12, 18, 17, 15, 21, 25, 28, 27, 35, 41, 40]",Successful,339
1.4,"[0, 11, 19, 19, 16, 22, 30, 31, 30, 40, 47, 44]",Acceptable,404
1.4,"[0, 16, 23, 24, 22, 29, 36, 34, 36, 42, 50, 46]",Failed,460
1.2,"[0, 13, 18, 18, 17, 22, 27, 30, 29, 41, 47, 46]",Acceptable,409
0.8,"[0, 11, 16, 16, 16, 20, 26, 31, 24, 38, 42, 42]",Successful,360
1.4,"[0, 16, 23, 24, 21, 28, 32, 39, 37, 47, 53, 52]",Failed,463
1.0,"[0, 15, 20, 21, 20, 24, 32, 33, 30, 45, 53, 48]",Acceptable,390
1.0,"[0, 11, 17, 16, 14, 22, 27, 27, 30, 36, 41, 40]",Successful,361
1.4,"[0, 16, 22, 21, 20, 27, 32, 36, 34, 47, 53, 53]",Failed,430
0.8,"[0, 12, 16, 16, 15, 20, 26, 26, 27, 33, 39, 36]",Successful,337
1.2,"[0, 15, 20, 24, 21, 27, 33, 36, 34, 45, 51, 50]",Acceptable,418
0.8,"[0, 11, 16, 18, 16, 22, 29, 29, 26, 37, 42, 41]",Successful,322
0.8,"[0, 8, 16, 15, 11, 19, 26, 26, 26, 32, 37, 35]",Successful,343
1.0,"[0, 13, 18, 19, 18, 23, 29, 31, 28, 37, 42, 43]",Successful,374
0.8,"[0, 16, 21, 22, 19, 25, 31, 30, 31, 38, 43, 43]",Successful,356
1.2,"[0, 12, 17, 19, 16, 23, 28, 30, 26, 39, 47, 42]",Acceptable,403
1.2,"[0, 11, 17, 19, 16, 25, 33, 34, 32, 42, 48, 46]",Acceptable,406
0.8,"[0, 8, 13, 14, 11, 18, 27, 29, 22, 39, 46, 42]",Successful,347
1.0,"[0, 11, 17, 18, 15, 21, 27, 29, 29, 39, 45, 44]",Acceptable,402
1.4,"[0, 12, 19, 18, 17, 25, 33, 33, 33, 39, 46, 45]",Acceptable,414
0.8,"[0, 14, 20, 19, 16, 25, 32, 32, 29, 40, 44, 44]",Successful,354
1.0,"[0, 11, 19, 15, 15, 22, 26, 32, 30, 39, 44, 42]",Successful,355
1.2,"[0, 17, 24, 21, 22, 27, 35, 36, 34, 42, 48, 46]",Failed,433
1.4,"[0, 15, 22, 23, 21, 27, 33, 34, 34, 44, 52, 49]",Acceptable,398
0.8,"[0, 11, 15, 17, 15, 20, 27, 28, 27, 34, 38, 37]",Successful,352
1.0,"[0, 14, 21, 21, 18, 23, 31, 30, 29, 40, 48, 44]",Acceptable,408
1.0,"[0, 15, 21, 21, 19, 25, 30, 34, 31, 42, 48, 46]",Acceptable,394
1.0,"[0, 16, 22, 22, 19, 26, 32, 34, 31, 42, 48, 44]",Successful,377
1.0,"[0, 13, 18, 21, 17, 24, 29, 31, 30, 40, 47, 44]",Acceptable,391
1.4,"[0, 15, 19, 23, 19, 27, 33, 37, 33, 48, 57, 53]",Failed,432
1.2,"[0, 13, 18, 20, 18, 25, 31, 32, 31, 43, 51, 48]",Acceptable,401
1.0,"[0, 12, 15, 18, 16, 24, 31, 30, 30, 39, 47, 43]",Successful,388
1.0,"[0, 16, 24, 22, 19, 29, 36, 35, 35, 42, 48, 46]",Acceptable,398
0.8,"[0, 11, 16, 16, 14, 21, 26, 28, 28, 34, 39, 38]",Successful,349
1.4,"[0, 12, 20, 19, 17, 25, 33, 35, 32, 44, 49, 48]",Failed,431
1.4,"[0, 16, 24, 24, 20, 29, 35, 38, 34, 48, 56, 51]",Failed,457
1.0,"[0, 12, 18, 18, 18, 21, 26, 31, 29, 37, 43, 41]",Successful,372
1.2,"[0, 8, 14, 14, 13, 18, 24, 29, 26, 37, 44, 42]",Acceptable,423
1.2,"[0, 13, 21, 17, 18, 24, 32, 34, 29, 44, 51, 48]",Acceptable,412
1.0,"[0, 10, 17, 16, 14, 21, 25, 28, 28, 38, 44, 41]",Successful,371
1.2,"[0, 12, 18, 17, 18, 22, 27, 31, 27, 40, 47, 44]",Acceptable,391
1.2,"[0, 13, 21, 21, 16, 25, 31, 34, 32, 42, 49, 47]",Acceptable,404
1.0,"[0, 7, 14, 12, 10, 18, 22, 27, 26, 37, 41, 39]",Successful,370
1.0,"[0, 14, 18, 19, 18, 23, 28, 28, 27, 37, 44, 41]",Successful,363
1.4,"[0, 11, 19, 17, 14, 24, 32, 35, 30, 42, 48, 47]",Acceptable,410
1.2,"[0, 12, 20, 16, 17, 25, 31, 34, 33, 41, 47, 46]",Acceptable,397
0.8,"[0, 9, 14, 17, 13, 20, 27, 29, 24, 36, 41, 39]",Successful,325
1.0,"[0, 9, 13, 17, 13, 21, 26, 33, 28, 43, 51, 45]",Acceptable,396
1.0,"[0, 15, 20, 21, 19, 24, 31, 33, 31, 40, 47, 43]",Successful,368
1.4,"[0, 13, 21, 20, 16, 27, 33, 38, 33, 49, 55, 54]",Failed,436
0.8,"[0, 16, 21, 21, 20, 25, 30, 30, 30, 39, 44, 41]",Successful,352
1.0,"[0, 12, 19, 18, 16, 23, 30, 30, 29, 40, 46, 45]",Successful,344
1.0,"[0, 9, 13, 15, 12, 19, 25, 27, 26, 34, 41, 39]",Successful,350
1.2,"[0, 8, 17, 12, 12, 22, 28, 30, 28, 35, 41, 40]",Acceptable,404
1.0,"[0, 7, 11, 14, 12, 17, 22, 26, 23, 35, 43, 39]",Successful,339
0.8,"[0, 8, 14, 14, 11, 19, 24, 27, 25, 34, 43, 38]",Successful,336
1.4,"[0, 13, 21, 21, 18, 26, 35, 37, 31, 47, 54, 52]",Acceptable,423
0.8,"[0, 13, 18, 18, 17, 21, 25, 31, 26, 41, 47, 44]",Successful,348
1.4,"[0, 13, 18, 20, 17, 26, 33, 36, 33, 47, 52, 51]",Failed,440
1.2,"[0, 16, 21, 21, 21, 26, 30, 35, 33, 43, 50, 47]",Acceptable,412
0.8,"[0, 16, 24, 22, 19, 28, 34, 34, 35, 41, 46, 46]",Successful,373
0.8,"[0, 13, 17, 19, 18, 24, 28, 30, 30, 41, 47, 45]",Successful,349
1.0,"[0, 11, 17, 17, 15, 21, 26, 29, 27, 37, 43, 42]",Successful,388
0.8,"[0, 10, 14, 16, 13, 20, 25, 28, 24, 35, 43, 39]",Successful,367
1.0,"[0, 11, 16, 16, 16, 20, 27, 28, 26, 35, 41, 40]",Successful,361
1.4,"[0, 14, 21, 22, 19, 25, 32, 32, 32, 43, 48, 48]",Acceptable,416
1.2,"[0, 15, 19, 24, 19, 29, 36, 39, 35, 51, 58, 55]",Acceptable,410
0.8,"[0, 9, 15, 14, 14, 18, 23, 24, 23, 29, 33, 32]",Successful,347
1.2,"[0, 9, 16, 14, 12, 21, 28, 28, 27, 34, 41, 37]",Successful,383
1.2,"[0, 11, 18, 17, 14, 24, 32, 33, 30, 40, 47, 45]",Acceptable,403
1.4,"[0, 11, 17, 18, 14, 21, 29, 29, 25, 37, 45, 41]",Failed,445
1.4,"[0, 9, 17, 16, 14, 22, 31, 28, 26, 37, 45, 40]",Acceptable,417
1.2,"[0, 15, 21, 20, 19, 26, 34, 36, 33, 41, 45, 46]",Acceptable,396
1.4,"[0, 13, 19, 20, 18, 25, 33, 32, 30, 41, 47, 46]",Acceptable,395
1.2,"[0, 13, 20, 20, 17, 25, 32, 37, 32, 48, 55, 52]",Acceptable,414
1.2,"[0, 13, 20, 16, 17, 24, 30, 31, 32, 38, 47, 43]",Acceptable,425
1.4,"[0, 11, 16, 19, 15, 23, 30, 30, 30, 37, 45, 41]",Failed,429
1.0,"[0, 13, 19, 19, 16, 25, 33, 33, 32, 41, 47, 47]",Successful,378
1.2,"[0, 10, 15, 18, 15, 21, 26, 31, 28, 41, 48, 46]",Acceptable,399
0.8,"[0, 9, 14, 16, 13, 19, 27, 25, 23, 33, 39, 38]",Successful,338
1.0,"[0, 12, 18, 17, 16, 21, 28, 31, 27, 39, 44, 43]",Successful,354
0.8,"[0, 7, 12, 11, 12, 16, 21, 23, 21, 31, 37, 34]",Successful,331
1.4,"[0, 17, 26, 23, 20, 30, 38, 40, 38, 51, 59, 55]",Failed,429
1.2,"[0, 14, 20, 20, 17, 24, 32, 33, 32, 43, 50, 46]",Acceptable,391
1.0,"[0, 13, 19, 21, 16, 26, 34, 32, 30, 40, 46, 45]",Successful,367
1.2,"[0, 13, 18, 19, 17, 21, 27, 29, 26, 36, 41, 39]",Acceptable,399
1.2,"[0, 15, 21, 21, 19, 26, 32, 35, 32, 45, 54, 49]",Failed,441
1.4,"[0, 13, 20, 19, 16, 25, 33, 30, 33, 38, 47, 42]",Failed,442
1.0,"[0, 14, 19, 19, 17, 24, 30, 32, 29, 44, 51, 48]",Successful,374
1.4,"[0, 14, 20, 20, 18, 23, 28, 28, 31, 38, 45, 43]",Failed,458
1.0,"[0, 8, 14, 12, 13, 18, 24, 24, 26, 32, 38, 36]",Successful,365
1.4,"[0, 9, 15, 17, 14, 21, 29, 31, 27, 41, 48, 46]",Acceptable,399
1.2,"[0, 11, 18, 15, 16, 23, 29, 33, 30, 40, 47, 45]",Acceptable,420
1.0,"[0, 13, 20, 18, 17, 24, 28, 31, 30, 40, 47, 44]",Acceptable,394
1.2,"[0, 12, 19, 19, 15, 23, 30, 35, 28, 42, 47, 46]",Acceptable,409
1.2,"[0, 9, 16, 16, 14, 20, 29, 27, 28, 39, 43, 42]",Acceptable,401
1.4,"[0, 13, 19, 20, 19, 25, 33, 35, 33, 41, 47, 45]",Acceptable,417
1.2,"[0, 14, 19, 18, 19, 22, 31, 28, 28, 42, 47, 47]",Acceptable,401
1.0,"[0, 11, 15, 16, 15, 20, 25, 31, 27, 42, 48, 46]",Successful,386
1.4,"[0, 15, 19, 23, 20, 27, 34, 38, 35, 50, 58, 55]",Acceptable,420
1.0,"[0, 17, 23, 21, 22, 28, 34, 38, 34, 44, 50, 48]",Successful,382
0.8,"[0, 7, 13, 13, 10, 18, 24, 28, 23, 39, 44, 42]",Successful,386
1.4,"[0, 17, 25, 22, 22, 30, 36, 41, 38, 51, 57, 56]",Failed,460
1.4,"[0, 12, 17, 21, 16, 26, 30, 37, 34, 47, 54, 52]",Failed,441
1.4,"[0, 12, 20, 16, 15, 22, 31, 32, 29, 43, 50, 46]",Acceptable,420
1.0,"[0, 9, 14, 15, 13, 19, 23, 29, 25, 37, 43, 42]",Successful,384
1.0,"[0, 18, 26, 24, 23, 30, 35, 39, 36, 47, 53, 50]",Acceptable,404
1.4,"[0, 16, 23, 22, 21, 26, 32, 36, 33, 46, 52, 51]",Failed,447
0.8,"[0, 9, 16, 15, 12, 18, 23, 25, 26, 34, 38, 38]",Successful,365
1.4,"[0, 17, 25, 24, 20, 28, 36, 39, 36, 49, 55, 55]",Failed,460
1.2,"[0, 15, 20, 22, 20, 27, 33, 36, 33, 45, 53, 49]",Acceptable,390
1.4,"[0, 15, 21, 22, 19, 27, 34, 38, 33, 47, 51, 50]",Failed,439
0.8,"[0, 10, 18, 15, 15, 20, 25, 27, 28, 34, 40, 39]",Successful,339
1.2,"[0, 10, 18, 17, 14, 23, 29, 32, 28, 41, 47, 45]",Successful,388
1.0,"[0, 12, 17, 16, 17, 21, 26, 31, 25, 39, 45, 44]",Successful,360
0.8,"[0, 11, 15, 15, 15, 18, 24, 25, 25, 30, 35, 33]",Successful,348
1.4,"[0, 17, 25, 25, 21, 28, 37, 37, 33, 42, 50, 47]",Failed,437
1.4,"[0, 14, 20, 22, 17, 27, 33, 37, 34, 48, 54, 53]",Failed,435
1.0,"[0, 16, 20, 21, 20, 26, 34, 36, 32, 44, 51, 47]",Successful,388
1.2,"[0, 11, 17, 15, 16, 20, 28, 30, 26, 39, 45, 41]",Acceptable,396
1.2,"[0, 15, 21, 22, 19, 26, 33, 37, 31, 44, 50, 47]",Acceptable,402
1.0,"[0, 12, 18, 19, 16, 23, 31, 31, 27, 40, 45, 45]",Successful,361
1.0,"[0, 9, 17, 14, 14, 20, 26, 28, 27, 35, 39, 40]",Successful,365
1.4,"[0, 15, 22, 21, 19, 25, 31, 36, 30, 43, 50, 46]",Acceptable,411
0.8,"[0, 15, 19, 20, 18, 24, 31, 30, 29, 37, 45, 41]",Successful,354
1.2,"[0, 11, 18, 18, 15, 22, 29, 32, 28, 38, 45, 42]",Acceptable,395
1.0,"[0, 12, 19, 18, 17, 23, 29, 31, 30, 41, 47, 44]",Acceptable,398
1.0,"[0, 12, 19, 17, 16, 23, 30, 30, 29, 36, 44, 39]",Successful,360
1.2,"[0, 13, 19, 20, 18, 26, 32, 35, 33, 41, 45, 45]",Acceptable,404
1.4,"[0, 13, 20, 17, 19, 24, 32, 33, 28, 43, 50, 48]",Acceptable,416
0.8,"[0, 12, 19, 18, 15, 22, 28, 29, 26, 35, 41, 38]",Successful,384
1.2,"[0, 15, 22, 22, 20, 27, 32, 38, 33, 46, 51, 50]",Acceptable,417
0.8,"[0, 8, 15, 15, 12, 19, 27, 27, 26, 33, 39, 36]",Successful,353
0.8,"[0, 8, 14, 12, 13, 19, 25, 27, 25, 33, 38, 36]",Successful,342
1.2,"[0, 16, 24, 19, 19, 30, 37, 42, 35, 52, 59, 57]",Acceptable,415
1.0,"[0, 11, 16, 17, 14, 20, 26, 29, 25, 39, 42, 44]",Successful,373
0.8,"[0, 16, 22, 21, 19, 27, 32, 34, 32, 42, 46, 46]",Successful,377
0.8,"[0, 12, 16, 18, 17, 21, 28, 29, 25, 36, 41, 39]",Successful,354
1.2,"[0, 13, 21, 21, 17, 26, 32, 31, 31, 43, 50, 49]",Successful,388
0.8,"[0, 9, 16, 15, 11, 20, 28, 27, 26, 36, 42, 39]",Successful,374
1.4,"[0, 13, 20, 19, 16, 25, 30, 34, 30, 43, 51, 48]",Acceptable,400
1.4,"[0, 17, 25, 25, 20, 28, 34, 39, 36, 47, 54, 52]",Failed,434
1.0,"[0, 9, 15, 14, 12, 19, 26, 27, 25, 37, 45, 42]",Successful,380
1.4,"[0, 10, 15, 14, 13, 20, 26, 30, 26, 41, 50, 45]",Failed,439
0.8,"[0, 15, 20, 21, 18, 27, 31, 35, 31, 44, 50, 47]",Successful,354
0.8,"[0, 10, 14, 14, 14, 19, 27, 27, 25, 34, 40, 38]",Successful,363
1.4,"[0, 17, 21, 25, 22, 31, 39, 41, 37, 52, 60, 57]",Failed,433
0.8,"[0, 11, 17, 17, 14, 19, 23, 26, 25, 35, 40, 38]",Successful,348
1.0,"[0, 15, 22, 22, 19, 25, 29, 31, 29, 39, 45, 44]",Successful,365
1.4,"[0, 18, 24, 26, 21, 32, 40, 40, 37, 51, 57, 56]",Acceptable,421
1.4,"[0, 12, 20, 18, 18, 25, 33, 35, 30, 46, 54, 51]",Acceptable,423
1.4,"[0, 9, 16, 15, 13, 19, 24, 31, 24, 41, 49, 47]",Acceptable,415
0.8,"[0, 14, 18, 19, 17, 22, 26, 28, 27, 33, 38, 37]",Successful,335
1.0,"[0, 16, 25, 24, 22, 30, 34, 36, 34, 45, 50, 48]",Successful,357
0.8,"[0, 8, 16, 14, 10, 20, 25, 28, 27, 39, 46, 42]",Successful,344
0.8,"[0, 10, 16, 15, 13, 20, 24, 27, 25, 36, 41, 39]",Successful,352
0.8,"[0, 15, 20, 23, 20, 25, 31, 32, 29, 43, 49, 47]",Successful,377
1.0,"[0, 7, 13, 14, 9, 16, 20, 25, 22, 35, 42, 38]",Successful,374
0.8,"[0, 14, 17, 22, 18, 25, 30, 30, 33, 41, 48, 44]",Successful,378
1.2,"[0, 17, 25, 25, 22, 28, 34, 38, 35, 48, 55, 52]",Acceptable,404
1.2,"[0, 14, 20, 21, 18, 25, 30, 34, 34, 41, 49, 45]",Acceptable,407
1.4,"[0, 14, 20, 20, 19, 25, 30, 36, 32, 47, 54, 53]",Failed,439
1.0,"[0, 12, 20, 18, 16, 24, 29, 32, 30, 43, 48, 46]",Successful,386
1.0,"[0, 11, 17, 17, 16, 21, 27, 28, 25, 37, 42, 41]",Successful,374
0.8,"[0, 10, 14, 18, 13, 21, 27, 26, 25, 34, 41, 39]",Successful,360
1.4,"[0, 16, 23, 22, 22, 26, 35, 36, 31, 45, 50, 49]",Successful,383
1.0,"[0, 8, 12, 13, 13, 17, 21, 27, 22, 35, 41, 39]",Successful,377
1.4,"[0, 12, 18, 20, 18, 24, 29, 35, 31, 46, 52, 50]",Failed,446
1.2,"[0, 12, 19, 19, 17, 22, 30, 30, 29, 37, 42, 40]",Acceptable,395
0.8,"[0, 8, 14, 15, 12, 18, 22, 23, 24, 30, 36, 33]",Successful,347
1.4,"[0, 12, 19, 18, 15, 23, 30, 32, 28, 42, 48, 47]",Acceptable,395
0.8,"[0, 9, 15, 13, 12, 20, 27, 27, 25, 33, 40, 37]",Successful,334
0.8,"[0, 15, 22, 20, 18, 26, 32, 34, 34, 40, 47, 44]",Successful,335
1.0,"[0, 12, 18, 19, 16, 24, 30, 32, 31, 41, 46, 45]",Successful,388
1.0,"[0, 12, 18, 18, 15, 21, 28, 30, 26, 39, 46, 44]",Successful,376
1.4,"[0, 17, 24, 25, 23, 31, 38, 43, 36, 52, 57, 56]",Failed,454
1.2,"[0, 15, 21, 22, 20, 26, 35, 36, 33, 43, 51, 47]",Acceptable,402
0.8,"[0, 11, 18, 18, 14, 21, 25, 29, 28, 34, 41, 37]",Successful,361
1.0,"[0, 11, 16, 16, 15, 20, 27, 29, 26, 36, 43, 40]",Successful,378
1.0,"[0, 12, 18, 18, 14, 22, 27, 29, 27, 37, 44, 40]",Successful,364
1.4,"[0, 18, 25, 25, 23, 30, 38, 42, 37, 53, 57, 57]",Acceptable,422
1.0,"[0, 7, 13, 12, 10, 18, 25, 28, 23, 34, 39, 38]",Successful,348
1.2,"[0, 11, 17, 20, 16, 25, 32, 35, 29, 46, 53, 51]",Acceptable,395
1.0,"[0, 12, 20, 19, 17, 24, 30, 32, 31, 39, 46, 44]",Successful,385
1.0,"[0, 14, 20, 20, 19, 24, 32, 36, 30, 45, 50, 49]",Successful,364
1.0,"[0, 11, 19, 15, 14, 21, 27, 29, 26, 39, 45, 44]",Successful,357
1.0,"[0, 13, 18, 18, 18, 23, 27, 29, 28, 37, 44, 40]",Successful,370
1.4,"[0, 14, 22, 22, 20, 27, 35, 38, 33, 43, 52, 47]",Acceptable,425
1.4,"[0, 16, 24, 22, 21, 30, 36, 38, 37, 46, 54, 51]",Acceptable,418
1.4,"[0, 14, 22, 21, 17, 26, 34, 32, 34, 42, 49, 46]",Failed,436
1.0,"[0, 15, 22, 22, 19, 26, 31, 34, 30, 40, 46, 45]",Acceptable,398
1.4,"[0, 15, 23, 18, 19, 29, 38, 34, 37, 44, 52, 49]",Acceptable,415
0.8,"[0, 15, 20, 18, 18, 24, 29, 32, 29, 40, 46, 45]",Successful,373
0.8,"[0, 10, 17, 17, 13, 20, 28, 30, 27, 35, 41, 38]",Successful,367
0.8,"[0, 16, 22, 22, 21, 25, 32, 37, 30, 48, 54, 52]",Successful,363
1.2,"[0, 10, 15, 18, 15, 22, 30, 30, 27, 39, 44, 43]",Acceptable,405
1.2,"[0, 15, 22, 21, 21, 25, 31, 34, 31, 43, 47, 46]",Successful,389
0.8,"[0, 14, 19, 18, 19, 23, 29, 32, 31, 42, 48, 44]",Successful,338
1.4,"[0, 11, 17, 19, 16, 23, 27, 31, 27, 42, 48, 48]",Acceptable,420
1.0,"[0, 13, 18, 21, 17, 25, 30, 32, 31, 40, 45, 43]",Successful,366
1.4,"[0, 12, 19, 20, 17, 24, 32, 30, 32, 43, 51, 49]",Failed,442
0.8,"[0, 14, 19, 19, 19, 24, 31, 32, 28, 41, 46, 44]",Successful,365
1.4,"[0, 8, 14, 11, 11, 18, 24, 28, 23, 39, 44, 44]",Acceptable,415
1.2,"[0, 13, 20, 17, 18, 23, 30, 32, 32, 40, 45, 44]",Acceptable,408
0.8,"[0, 11, 18, 16, 15, 21, 28, 27, 28, 35, 40, 39]",Successful,333
0.8,"[0, 14, 18, 19, 17, 22, 28, 30, 27, 36, 40, 39]",Successful,335
0.8,"[0, 13, 21, 19, 16, 26, 33, 36, 34, 46, 54, 50]",Successful,376
0.8,"[0, 12, 16, 15, 17, 20, 27, 27, 27, 33, 39, 36]",Successful,354
1.4,"[0, 13, 21, 21, 19, 26, 34, 35, 32, 45, 51, 48]",Acceptable,406
1.2,"[0, 16, 22, 22, 20, 26, 30, 35, 31, 42, 47, 47]",Successful,386
1.0,"[0, 13, 18, 17, 17, 22, 28, 31, 30, 41, 47, 46]",Successful,367
1.4,"[0, 11, 19, 15, 16, 24, 31, 32, 32, 39, 48, 42]",Failed,443
1.4,"[0, 17, 22, 23, 22, 28, 34, 39, 35, 48, 55, 52]",Failed,456
1.2,"[0, 15, 21, 22, 18, 27, 35, 37, 34, 45, 50, 51]",Acceptable,399
0.8,"[0, 10, 15, 16, 13, 20, 27, 28, 28, 39, 44, 44]",Successful,361
0.8,"[0, 10, 17, 18, 13, 22, 28, 29, 26, 34, 42, 39]",Successful,378
0.8,"[0, 7, 13, 12, 11, 17, 21, 25, 21, 34, 38, 38]",Successful,328
1.0,"[0, 17, 25, 23, 19, 27, 35, 36, 33, 45, 51, 50]",Successful,383
1.4,"[0, 15, 20, 23, 21, 27, 34, 36, 35, 47, 56, 53]",Failed,428
1.4,"[0, 11, 17, 19, 17, 23, 30, 34, 30, 43, 51, 48]",Acceptable,422
1.4,"[0, 17, 24, 26, 21, 30, 37, 38, 38, 44, 50, 47]",Acceptable,400
1.0,"[0, 11, 17, 17, 15, 22, 27, 29, 30, 36, 43, 40]",Successful,356
1.2,"[0, 15, 20, 22, 20, 26, 31, 32, 31, 42, 49, 44]",Acceptable,426
0.8,"[0, 11, 17, 17, 15, 21, 27, 30, 25, 38, 42, 41]",Successful,345
1.2,"[0, 14, 21, 19, 19, 25, 31, 35, 32, 46, 53, 50]",Acceptable,415
1.2,"[0, 14, 22, 20, 18, 26, 33, 36, 32, 46, 52, 49]",Acceptable,398
0.8,"[0, 12, 17, 17, 16, 22, 28, 31, 26, 38, 44, 42]",Successful,347
1.4,"[0, 16, 24, 22, 19, 29, 36, 39, 35, 49, 56, 53]",Acceptable,403
1.2,"[0, 9, 17, 16, 12, 22, 30, 33, 29, 42, 48, 47]",Acceptable,399
1.0,"[0, 14, 21, 20, 18, 25, 31, 31, 30, 42, 48, 46]",Successful,378
1.0,"[0, 14, 21, 20, 19, 24, 29, 30, 31, 36, 42, 39]",Successful,368
1.2,"[0, 16, 23, 24, 20, 29, 36, 37, 35, 45, 52, 49]",Successful,389
0.8,"[0, 10, 15, 14, 13, 18, 26, 28, 25, 35, 40, 38]",Successful,342
1.0,"[0, 10, 17, 16, 14, 20, 26, 31, 26, 42, 45, 45]",Successful,389
0.8,"[0, 10, 16, 15, 14, 20, 24, 26, 25, 33, 39, 35]",Successful,361
0.8,"[0, 16, 23, 21, 19, 26, 29, 36, 31, 44, 50, 49]",Successful,358
1.2,"[0, 10, 16, 14, 15, 21, 28, 30, 29, 40, 48, 43]",Acceptable,423
1.4,"[0, 13, 20, 19, 19, 25, 29, 35, 33, 44, 52, 48]",Failed,442
1.2,"[0, 12, 19, 20, 17, 25, 33, 33, 32, 39, 44, 44]",Acceptable,406
1.0,"[0, 12, 18, 19, 16, 22, 29, 33, 31, 42, 48, 46]",Successful,387
0.8,"[0, 9, 14, 14, 12, 18, 23, 24, 23, 31, 36, 34]",Successful,340
1.0,"[0, 10, 17, 17, 13, 21, 28, 32, 26, 43, 48, 46]",Successful,383
1.4,"[0, 9, 18, 15, 14, 23, 30, 34, 30, 45, 50, 49]",Acceptable,421
1.4,"[0, 6, 13, 14, 9, 17, 23, 28, 25, 39, 45, 43]",Failed,433
1.0,"[0, 15, 21, 21, 20, 26, 32, 33, 32, 39, 45, 44]",Successful,370
1.4,"[0, 17, 22, 24, 20, 27, 31, 35, 34, 45, 51, 51]",Acceptable,426
0.8,"[0, 13, 18, 20, 15, 25, 30, 32, 31, 41, 48, 45]",Successful,364
1.0,"[0, 10, 16, 15, 15, 21, 26, 30, 26, 35, 42, 39]",Successful,362
1.2,"[0, 9, 16, 17, 14, 22, 28, 27, 29, 39, 46, 43]",Acceptable,405
0.8,"[0, 8, 12, 12, 11, 14, 20, 21, 23, 31, 37, 35]",Successful,370
1.0,"[0, 16, 21, 21, 19, 27, 34, 34, 31, 39, 43, 43]",Successful,374
1.2,"[0, 18, 26, 24, 23, 31, 38, 40, 39, 50, 55, 53]",Acceptable,419
0.8,"[0, 11, 17, 15, 14, 21, 27, 29, 27, 34, 41, 39]",Successful,335
1.4,"[0, 13, 19, 20, 18, 25, 34, 31, 32, 44, 51, 49]",Failed,428
1.0,"[0, 13, 19, 20, 17, 25, 31, 30, 32, 40, 48, 44]",Successful,373
1.2,"[0, 9, 14, 15, 13, 20, 27, 29, 26, 39, 45, 43]",Successful,383
1.4,"[0, 15, 20, 23, 19, 28, 34, 38, 35, 44, 52, 48]",Failed,446
1.4,"[0, 10, 14, 15, 15, 19, 27, 27, 26, 35, 41, 39]",Acceptable,410
1.2,"[0, 10, 15, 18, 14, 20, 24, 29, 27, 36, 44, 40]",Acceptable,409
1.0,"[0, 11, 16, 16, 14, 22, 31, 30, 27, 39, 46, 42]",Acceptable,393
1.2,"[0, 15, 22, 19, 19, 25, 30, 33, 32, 39, 47, 44]",Acceptable,420
0.8,"[0, 13, 18, 18, 16, 22, 28, 30, 30, 39, 46, 44]",Successful,365
1.4,"[0, 9, 15, 14, 13, 20, 28, 29, 28, 36, 43, 40]",Acceptable,421
0.8,"[0, 7, 12, 11, 10, 15, 19, 21, 21, 28, 34, 31]",Successful,348
1.0,"[0, 12, 16, 17, 16, 21, 28, 28, 27, 35, 39, 39]",Acceptable,396
1.4,"[0, 16, 21, 24, 22, 30, 38, 38, 38, 50, 58, 55]",Failed,433
1.0,"[0, 12, 17, 20, 17, 23, 27, 30, 29, 39, 44, 43]",Successful,347
1.0,"[0, 12, 18, 17, 15, 22, 28, 32, 30, 37, 42, 42]",Successful,383
1.2,"[0, 12, 18, 19, 16, 24, 28, 29, 31, 37, 44, 41]",Successful,388
1.0,"[0, 8, 14, 15, 12, 21, 28, 27, 29, 38, 43, 43]",Successful,355
1.0,"[0, 9, 13, 14, 12, 18, 24, 25, 25, 36, 41, 42]",Successful,345
1.2,"[0, 16, 22, 23, 20, 26, 31, 36, 35, 43, 50, 46]",Acceptable,409
1.0,"[0, 12, 20, 16, 14, 25, 29, 31, 31, 36, 45, 39]",Successful,374
1.4,"[0, 14, 21, 21, 18, 26, 31, 35, 35, 40, 47, 42]",Acceptable,417
0.8,"[0, 12, 17, 17, 15, 20, 24, 26, 29, 35, 42, 38]",Successful,344
0.8,"[0, 9, 13, 15, 12, 18, 25, 25, 25, 31, 36, 35]",Successful,341
1.0,"[0, 9, 13, 15, 13, 19, 23, 28, 24, 37, 44, 39]",Successful,353
1.4,"[0, 17, 23, 25, 21, 28, 36, 38, 34, 47, 53, 53]",Failed,461
1.4,"[0, 16, 24, 23, 22, 28, 33, 39, 34, 51, 59, 56]",Acceptable,414
1.4,"[0, 13, 17, 19, 18, 24, 28, 33, 33, 41, 49, 45]",Failed,435
1.4,"[0, 14, 19, 21, 18, 27, 35, 37, 33, 46, 54, 51]",Acceptable,422
1.0,"[0, 10, 16, 15, 14, 21, 29, 31, 25, 38, 44, 42]",Successful,383
0.8,"[0, 16, 22, 22, 20, 26, 31, 32, 30, 44, 51, 48]",Successful,357
